Question,Answer
ඵලදායී පළිබෝධ පාලන උපාය මාර්ග තුළ පළිබෝධ අධීක්ෂණය ඉටු කරන කාර්යභාරය කුමක්ද?,"නිත්‍ය පළිබෝධ නිරීක්ෂණ මගින් පළිබෝධ ගහනය පිළිබඳ තොරතුරු සපයන අතර ගොවීන්ට කාලෝචිත සහ සුදුසු පාලන පියවර ක්‍රියාත්මක කිරීමට උපකාරී වේ."
වී ගොවිතැන වැඩිදියුණු කිරීම සඳහා ගොවීන්ට නව්‍ය පළිබෝධ පාලන ක්‍රම භාවිතා කළ හැක්කේ කෙසේද?,"උසස් උගුල් පද්ධති සහ ඩිජිටල් පළිබෝධ හඳුනාගැනීම වැනි නවෝත්පාදන ශිල්පීය ක්‍රම වී පළිබෝධ කළමනාකරණය සඳහා නව විසඳුම් ඉදිරිපත් කරයි."
දිගුකාලීන පළිබෝධ පාලනය සඳහා ඒකාබද්ධ පළිබෝධ කළමනාකරණය (IPM) භාවිතා කිරීමේ ප්‍රතිලාභ මොනවාද?,"IPM බහු පාලන ක්‍රම ඒකාබද්ධ කිරීමෙන් සහ රසායනික ප්‍රතිකාර මත යැපීම අඩු කිරීමෙන් තිරසාර පළිබෝධ කළමනාකරණය ප්‍රවර්ධනය කරයි."
කුඹුරු වල පළිබෝධ පාලනය වැඩි දියුණු කිරීමට ගොවීන් තාක්ෂණය භාවිතා කරන්නේ කෙසේද?,"ඩ්‍රෝන සහ සංවේදක වැනි තාක්‍ෂණය, කුඹුරු වල පළිබෝධකයන් නිරීක්ෂණය කිරීම, හඳුනා ගැනීම සහ කළමනාකරණය කිරීම සඳහා උසස් මෙවලම් සපයයි."
පළිබෝධ උවදුර වැළැක්වීම සඳහා පාංශු කළමනාකරණය ඉටු කරන කාර්යභාරය කුමක්ද?,"නිසි පාංශු කළමනාකරණය පාංශු සෞඛ්‍යය වැඩි දියුණු කරන අතර පළිබෝධ සංවර්ධනයට හිතකර තත්වයන් අඩු කරයි, ඵලදායී පළිබෝධ පාලනයට දායක වේ."
වී පළිබෝධ පාලනය කිරීමට ගොවීන්ට ප්‍රජා දැනුම භාවිතා කළ හැක්කේ කෙසේද?,"අනෙකුත් ගොවීන් සමඟ දැනුම හා අත්දැකීම් හුවමාරු කර ගැනීම ඵලදායී පළිබෝධ පාලන ක්‍රම හඳුනා ගැනීමට සහ සමස්ත කළමනාකරණ පිළිවෙත් වැඩිදියුණු කිරීමට උපකාරී වේ."
වී ගොවිතැන සඳහා පරිසර හිතකාමී පළිබෝධ පාලන ක්‍රම භාවිතා කිරීමේ ප්‍රතිලාභ මොනවාද?,"පරිසර හිතකාමී ක්‍රම මගින් පාරිසරික බලපෑම අවම කිරීම සහ හිතකර ජීවීන් ආරක්ෂා කිරීම, තිරසාර සහ වගකීම් සහිත පළිබෝධ කළමනාකරණයට සහාය වීම."
පළිබෝධ පාලනය වැඩි දියුණු කිරීම සඳහා ගොවීන්ට උසස් පළිබෝධ නිරීක්ෂණ පද්ධති භාවිතා කළ හැක්කේ කෙසේද?,"උසස් අධීක්ෂණ පද්ධති පළිබෝධ ක්‍රියාකාරකම් පිළිබඳ තත්‍ය කාලීන දත්ත සපයයි, වඩාත් නිවැරදි හා ඵලදායී පාලන උපාය මාර්ග සක්‍රීය කරයි."
කුඹුරු පළිබෝධ පාලනය කිරීමේදී ක්ෂේත්‍ර සනීපාරක්ෂාව ඉටු කරන කාර්යභාරය කුමක්ද?,"සුන්බුන් සහ ශාක අපද්‍රව්‍ය ඉවත් කිරීම වැනි ක්ෂේත්‍ර සනීපාරක්ෂාව පවත්වා ගැනීම පළිබෝධ ආසාදන වැලැක්වීමට සහ පළිබෝධ වාසස්ථාන අඩු කිරීමට උපකාරී වේ."
වී පළිබෝධ පාලනය කිරීමට ගොවීන්ට නිරවද්‍ය කෘෂිකාර්මික ශිල්පීය ක්‍රම භාවිතා කළ හැක්කේ කෙසේද?,"නිරවද්‍ය කෘෂිකාර්මික ශිල්පීය ක්‍රම පළිබෝධ පාලන පියවරයන් ප්‍රශස්ත කිරීමට සහ සමස්ත පළිබෝධ කළමනාකරණය වැඩිදියුණු කිරීමට දත්ත සහ තාක්ෂණය භාවිතා කරයි."
වී ගොවිතැන සඳහා ජීව විද්‍යාත්මක පළිබෝධ පාලන ක්‍රම භාවිතා කිරීමේ ප්‍රතිලාභ මොනවාද?,"රසායනික පාලනය සඳහා තිරසාර විකල්පයක් ඉදිරිපත් කරමින් පළිබෝධ ගහනය ඉලක්ක කර අඩු කිරීමට ජෛව විද්‍යාත්මක ක්‍රම ස්වභාවික ජීවීන් භාවිතා කරයි."
කුඹුරුවල පළිබෝධ ගැටළු විසඳීම සඳහා ගොවීන් ඒකාබද්ධ පළිබෝධ කළමනාකරණය (IPM) භාවිතා කරන්නේ කෙසේද?,"IPM මගින් ජීව විද්‍යාත්මක, සංස්කෘතික සහ රසායනික පාලන ක්‍රම ඒකාබද්ධ කරමින් පළිබෝධකයන් ඵලදායී ලෙස කළමනාකරණය කිරීමට සහ බෝග වලට වන හානිය අවම කිරීමට."
වී පළිබෝධ ගැටළු අවම කිරීම සඳහා බෝග විවිධත්වය ඉටු කරන කාර්යභාරය කුමක්ද?,"බෝග විවිධත්වය පළිබෝධ ජීවන චක්‍ර කඩාකප්පල් කරන අතර මහා පරිමාණ ආක්‍රමණ ඇතිවීමේ සම්භාවිතාව අඩු කරයි, හොඳ පළිබෝධ කළමනාකරණයට සහාය වේ."
වී පළිබෝධ පාලනය කිරීමට සහ පාලනය කිරීමට ගොවීන්ට දුරස්ථ සංවේද තාක්ෂණය භාවිතා කළ හැක්කේ කෙසේද?,"දුරස්ථ සංවේද තාක්ෂණය මගින් පළිබෝධ ක්‍රියාකාරකම් සහ ක්ෂේත්‍ර තත්ත්වයන් පිළිබඳ සවිස්තරාත්මක දත්ත සපයන අතර, වඩාත් ඉලක්කගත සහ කාර්යක්ෂම පළිබෝධ පාලනය සක්‍රීය කරයි."
